instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weather_Clear,weather_Light Snow,weather_Mist + Cloudy
621,2012-09-12,Fall,2012,9,0,3,Working Day,Clear,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,True,False,False
622,2012-09-13,Fall,2012,9,0,4,Working Day,Clear,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,True,False,False
623,2012-09-14,Fall,2012,9,0,5,Working Day,Clear,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,True,False,False
624,2012-09-15,Fall,2012,9,0,6,Holiday,Clear,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,True,False,False
625,2012-09-16,Fall,2012,9,0,0,Holiday,Clear,0.58,0.563125,0.57,0.0901833,2166,5167,7333,True,False,False
626,2012-09-17,Fall,2012,9,0,1,Working Day,Mist + Cloudy,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,False,False,True
627,2012-09-18,Fall,2012,9,0,2,Working Day,Mist + Cloudy,0.623333,0.565067,0.8725,0.357587,371,3702,4073,False,False,True
628,2012-09-19,Fall,2012,9,0,3,Working Day,Clear,0.5525,0.540404,0.536667,0.215175,788,6803,7591,True,False,False
629,2012-09-20,Fall,2012,9,0,4,Working Day,Clear,0.546667,0.532192,0.618333,0.118167,939,6781,7720,True,False,False
630,2012-09-21,Fall,2012,9,0,5,Working Day,Clear,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,True,False,False
631,2012-09-22,Fall,2012,9,0,6,Holiday,Clear,0.65,0.610488,0.646667,0.283583,2512,5883,8395,True,False,False
632,2012-09-23,Winter,2012,9,0,0,Holiday,Clear,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,True,False,False
633,2012-09-24,Winter,2012,9,0,1,Working Day,Clear,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,True,False,False
634,2012-09-25,Winter,2012,9,0,2,Working Day,Clear,0.55,0.544179,0.57,0.236321,845,6693,7538,True,False,False
635,2012-09-26,Winter,2012,9,0,3,Working Day,Clear,0.635,0.596613,0.630833,0.2444,787,6946,7733,True,False,False
636,2012-09-27,Winter,2012,9,0,4,Working Day,Mist + Cloudy,0.65,0.607975,0.690833,0.134342,751,6642,7393,False,False,True
637,2012-09-28,Winter,2012,9,0,5,Working Day,Mist + Cloudy,0.619167,0.585863,0.69,0.164179,1045,6370,7415,False,False,True
638,2012-09-29,Winter,2012,9,0,6,Holiday,Clear,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,True,False,False
639,2012-09-30,Winter,2012,9,0,0,Holiday,Clear,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,True,False,False
640,2012-10-01,Winter,2012,10,0,1,Working Day,Mist + Cloudy,0.520833,0.512,0.649167,0.0908042,763,6015,6778,False,False,True
641,2012-10-02,Winter,2012,10,0,2,Working Day,Light Snow,0.590833,0.542333,0.871667,0.104475,315,4324,4639,False,True,False
642,2012-10-03,Winter,2012,10,0,3,Working Day,Mist + Cloudy,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,False,False,True
643,2012-10-04,Winter,2012,10,0,4,Working Day,Mist + Cloudy,0.6575,0.607975,0.722917,0.117546,891,6437,7328,False,False,True
644,2012-10-05,Winter,2012,10,0,5,Working Day,Clear,0.615,0.580187,0.6275,0.10635,1516,6640,8156,True,False,False
645,2012-10-06,Winter,2012,10,0,6,Holiday,Clear,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,True,False,False
646,2012-10-07,Winter,2012,10,0,0,Holiday,Mist + Cloudy,0.415833,0.419813,0.708333,0.141162,781,2729,3510,False,False,True
647,2012-10-08,Winter,2012,10,1,1,Holiday,Mist + Cloudy,0.383333,0.387608,0.709583,0.189679,874,4604,5478,False,False,True
648,2012-10-09,Winter,2012,10,0,2,Working Day,Mist + Cloudy,0.446667,0.438112,0.761667,0.1903,601,5791,6392,False,False,True
649,2012-10-10,Winter,2012,10,0,3,Working Day,Clear,0.514167,0.503142,0.630833,0.187821,780,6911,7691,True,False,False
650,2012-10-11,Winter,2012,10,0,4,Working Day,Clear,0.435,0.431167,0.463333,0.181596,834,6736,7570,True,False,False
651,2012-10-12,Winter,2012,10,0,5,Working Day,Clear,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,True,False,False
652,2012-10-13,Winter,2012,10,0,6,Holiday,Clear,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,True,False,False
653,2012-10-14,Winter,2012,10,0,0,Holiday,Clear,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,True,False,False
654,2012-10-15,Winter,2012,10,0,1,Working Day,Mist + Cloudy,0.561667,0.53915,0.7075,0.296037,760,5115,5875,False,False,True
655,2012-10-16,Winter,2012,10,0,2,Working Day,Clear,0.468333,0.460846,0.558333,0.182221,922,6612,7534,True,False,False
656,2012-10-17,Winter,2012,10,0,3,Working Day,Clear,0.455833,0.450108,0.692917,0.101371,979,6482,7461,True,False,False
657,2012-10-18,Winter,2012,10,0,4,Working Day,Mist + Cloudy,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,False,False,True
658,2012-10-19,Winter,2012,10,0,5,Working Day,Mist + Cloudy,0.563333,0.537896,0.815,0.134954,753,4671,5424,False,False,True
659,2012-10-20,Winter,2012,10,0,6,Holiday,Clear,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,True,False,False
660,2012-10-21,Winter,2012,10,0,0,Holiday,Clear,0.464167,0.456429,0.51,0.166054,2132,4692,6824,True,False,False
661,2012-10-22,Winter,2012,10,0,1,Working Day,Clear,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,True,False,False
662,2012-10-23,Winter,2012,10,0,2,Working Day,Clear,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,True,False,False
663,2012-10-24,Winter,2012,10,0,3,Working Day,Clear,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,True,False,False
664,2012-10-25,Winter,2012,10,0,4,Working Day,Mist + Cloudy,0.55,0.529688,0.800417,0.124375,875,6484,7359,False,False,True
665,2012-10-26,Winter,2012,10,0,5,Working Day,Mist + Cloudy,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,False,False,True
666,2012-10-27,Winter,2012,10,0,6,Holiday,Mist + Cloudy,0.53,0.515133,0.72,0.235692,2643,5209,7852,False,False,True
667,2012-10-28,Winter,2012,10,0,0,Holiday,Mist + Cloudy,0.4775,0.467771,0.694583,0.398008,998,3461,4459,False,False,True
668,2012-10-29,Winter,2012,10,0,1,Working Day,Light Snow,0.44,0.4394,0.88,0.3582,2,20,22,False,True,False
669,2012-10-30,Winter,2012,10,0,2,Working Day,Mist + Cloudy,0.318182,0.309909,0.825455,0.213009,87,1009,1096,False,False,True
670,2012-10-31,Winter,2012,10,0,3,Working Day,Mist + Cloudy,0.3575,0.3611,0.666667,0.166667,419,5147,5566,False,False,True
671,2012-11-01,Winter,2012,11,0,4,Working Day,Mist + Cloudy,0.365833,0.369942,0.581667,0.157346,466,5520,5986,False,False,True
672,2012-11-02,Winter,2012,11,0,5,Working Day,Clear,0.355,0.356042,0.522083,0.266175,618,5229,5847,True,False,False
673,2012-11-03,Winter,2012,11,0,6,Holiday,Mist + Cloudy,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,False,False,True
674,2012-11-04,Winter,2012,11,0,0,Holiday,Clear,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,True,False,False
675,2012-11-05,Winter,2012,11,0,1,Working Day,Clear,0.319167,0.308075,0.494167,0.236325,378,4881,5259,True,False,False
676,2012-11-06,Winter,2012,11,0,2,Working Day,Clear,0.280833,0.281567,0.567083,0.173513,466,5220,5686,True,False,False
677,2012-11-07,Winter,2012,11,0,3,Working Day,Mist + Cloudy,0.295833,0.274621,0.5475,0.304108,326,4709,5035,False,False,True
678,2012-11-08,Winter,2012,11,0,4,Working Day,Clear,0.352174,0.341891,0.333478,0.347835,340,4975,5315,True,False,False
679,2012-11-09,Winter,2012,11,0,5,Working Day,Clear,0.361667,0.355413,0.540833,0.214558,709,5283,5992,True,False,False
680,2012-11-10,Winter,2012,11,0,6,Holiday,Clear,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,True,False,False
681,2012-11-11,Winter,2012,11,0,0,Holiday,Clear,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,True,False,False
682,2012-11-12,Winter,2012,11,1,1,Holiday,Clear,0.485,0.475383,0.741667,0.173517,1097,5172,6269,True,False,False
683,2012-11-13,Winter,2012,11,0,2,Working Day,Mist + Cloudy,0.343333,0.323225,0.662917,0.342046,327,3767,4094,False,False,True
684,2012-11-14,Winter,2012,11,0,3,Working Day,Clear,0.289167,0.281563,0.552083,0.199625,373,5122,5495,True,False,False
685,2012-11-15,Winter,2012,11,0,4,Working Day,Mist + Cloudy,0.321667,0.324492,0.620417,0.152987,320,5125,5445,False,False,True
686,2012-11-16,Winter,2012,11,0,5,Working Day,Clear,0.345,0.347204,0.524583,0.171025,484,5214,5698,True,False,False
687,2012-11-17,Winter,2012,11,0,6,Holiday,Clear,0.325,0.326383,0.545417,0.179729,1313,4316,5629,True,False,False
688,2012-11-18,Winter,2012,11,0,0,Holiday,Clear,0.3425,0.337746,0.692917,0.227612,922,3747,4669,True,False,False
689,2012-11-19,Winter,2012,11,0,1,Working Day,Mist + Cloudy,0.380833,0.375621,0.623333,0.235067,449,5050,5499,False,False,True
690,2012-11-20,Winter,2012,11,0,2,Working Day,Mist + Cloudy,0.374167,0.380667,0.685,0.082725,534,5100,5634,False,False,True
691,2012-11-21,Winter,2012,11,0,3,Working Day,Clear,0.353333,0.364892,0.61375,0.103246,615,4531,5146,True,False,False
692,2012-11-22,Winter,2012,11,1,4,Holiday,Clear,0.34,0.350371,0.580417,0.0528708,955,1470,2425,True,False,False
693,2012-11-23,Winter,2012,11,0,5,Working Day,Clear,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,True,False,False
694,2012-11-24,Winter,2012,11,0,6,Holiday,Clear,0.278333,0.248742,0.404583,0.376871,532,1745,2277,True,False,False
695,2012-11-25,Winter,2012,11,0,0,Holiday,Clear,0.245833,0.257583,0.468333,0.1505,309,2115,2424,True,False,False
696,2012-11-26,Winter,2012,11,0,1,Working Day,Clear,0.313333,0.339004,0.535417,0.04665,337,4750,5087,True,False,False
697,2012-11-27,Winter,2012,11,0,2,Working Day,Mist + Cloudy,0.291667,0.281558,0.786667,0.237562,123,3836,3959,False,False,True
698,2012-11-28,Winter,2012,11,0,3,Working Day,Clear,0.296667,0.289762,0.50625,0.210821,198,5062,5260,True,False,False
699,2012-11-29,Winter,2012,11,0,4,Working Day,Clear,0.28087,0.298422,0.555652,0.115522,243,5080,5323,True,False,False
700,2012-11-30,Winter,2012,11,0,5,Working Day,Clear,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,True,False,False
701,2012-12-01,Winter,2012,12,0,6,Holiday,Mist + Cloudy,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,False,False,True
702,2012-12-02,Winter,2012,12,0,0,Holiday,Mist + Cloudy,0.3475,0.359208,0.823333,0.124379,892,3757,4649,False,False,True
703,2012-12-03,Winter,2012,12,0,1,Working Day,Clear,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,True,False,False
704,2012-12-04,Winter,2012,12,0,2,Working Day,Clear,0.475833,0.469054,0.73375,0.174129,551,6055,6606,True,False,False
705,2012-12-05,Winter,2012,12,0,3,Working Day,Clear,0.438333,0.428012,0.485,0.324021,331,5398,5729,True,False,False
706,2012-12-06,Winter,2012,12,0,4,Working Day,Clear,0.255833,0.258204,0.50875,0.174754,340,5035,5375,True,False,False
707,2012-12-07,Winter,2012,12,0,5,Working Day,Mist + Cloudy,0.320833,0.321958,0.764167,0.1306,349,4659,5008,False,False,True
708,2012-12-08,Winter,2012,12,0,6,Holiday,Mist + Cloudy,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,False,False,True
709,2012-12-09,Winter,2012,12,0,0,Holiday,Mist + Cloudy,0.384167,0.390146,0.905417,0.157975,441,2787,3228,False,False,True
710,2012-12-10,Winter,2012,12,0,1,Working Day,Mist + Cloudy,0.435833,0.435575,0.925,0.190308,329,4841,5170,False,False,True
711,2012-12-11,Winter,2012,12,0,2,Working Day,Mist + Cloudy,0.353333,0.338363,0.596667,0.296037,282,5219,5501,False,False,True
712,2012-12-12,Winter,2012,12,0,3,Working Day,Mist + Cloudy,0.2975,0.297338,0.538333,0.162937,310,5009,5319,False,False,True
713,2012-12-13,Winter,2012,12,0,4,Working Day,Clear,0.295833,0.294188,0.485833,0.174129,425,5107,5532,True,False,False
714,2012-12-14,Winter,2012,12,0,5,Working Day,Clear,0.281667,0.294192,0.642917,0.131229,429,5182,5611,True,False,False
715,2012-12-15,Winter,2012,12,0,6,Holiday,Clear,0.324167,0.338383,0.650417,0.10635,767,4280,5047,True,False,False
716,2012-12-16,Winter,2012,12,0,0,Holiday,Mist + Cloudy,0.3625,0.369938,0.83875,0.100742,538,3248,3786,False,False,True
717,2012-12-17,Winter,2012,12,0,1,Working Day,Mist + Cloudy,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,False,False,True
718,2012-12-18,Winter,2012,12,0,2,Working Day,Clear,0.410833,0.409708,0.66625,0.221404,433,5124,5557,True,False,False
719,2012-12-19,Winter,2012,12,0,3,Working Day,Clear,0.3325,0.342162,0.625417,0.184092,333,4934,5267,True,False,False
720,2012-12-20,Winter,2012,12,0,4,Working Day,Mist + Cloudy,0.33,0.335217,0.667917,0.132463,314,3814,4128,False,False,True
721,2012-12-21,Springer,2012,12,0,5,Working Day,Mist + Cloudy,0.326667,0.301767,0.556667,0.374383,221,3402,3623,False,False,True
722,2012-12-22,Springer,2012,12,0,6,Holiday,Clear,0.265833,0.236113,0.44125,0.407346,205,1544,1749,True,False,False
723,2012-12-23,Springer,2012,12,0,0,Holiday,Clear,0.245833,0.259471,0.515417,0.133083,408,1379,1787,True,False,False
724,2012-12-24,Springer,2012,12,0,1,Working Day,Mist + Cloudy,0.231304,0.2589,0.791304,0.0772304,174,746,920,False,False,True
725,2012-12-25,Springer,2012,12,1,2,Holiday,Mist + Cloudy,0.291304,0.294465,0.734783,0.168726,440,573,1013,False,False,True
726,2012-12-26,Springer,2012,12,0,3,Working Day,Light Snow,0.243333,0.220333,0.823333,0.316546,9,432,441,False,True,False
727,2012-12-27,Springer,2012,12,0,4,Working Day,Mist + Cloudy,0.254167,0.226642,0.652917,0.350133,247,1867,2114,False,False,True
728,2012-12-28,Springer,2012,12,0,5,Working Day,Mist + Cloudy,0.253333,0.255046,0.59,0.155471,644,2451,3095,False,False,True
729,2012-12-29,Springer,2012,12,0,6,Holiday,Mist + Cloudy,0.253333,0.2424,0.752917,0.124383,159,1182,1341,False,False,True
730,2012-12-30,Springer,2012,12,0,0,Holiday,Clear,0.255833,0.2317,0.483333,0.350754,364,1432,1796,True,False,False
731,2012-12-31,Springer,2012,12,0,1,Working Day,Mist + Cloudy,0.215833,0.223487,0.5775,0.154846,439,2290,2729,False,False,True
